instagram_comments,offensive_language,offensiveness_levels,hate_speech
"Deus está acima das leis dos homens. Porém, qdo descumprimos as leis da Justiça Divina, só resta nos ajoelharmos e clamar por misericórdia para que Deus nos dê sabedoria para suportar as consequências. 1 Coríntios 6.12 Todas as coisas me são lícitas, mas nem todas as coisas convêm. Todas as coisas me são lícitas mas eu não me deixarei dominar por nenhuma delas.",0,0,0
Boa.👏,0,0,0
Gloria a Deus!!,0,0,0
Parabéns ministro,0,0,0
"Eu não confio em nenhum desses ministros, não consigo mais, só de olhar eu 🤢",0,0,0
O Ministro Fachin foi justo na primeira decisão e nesta mais ainda. Lula de novo à Curitiba caro Sr ministro.!!👍,0,0,0
O MINISTRO FACHIN MERECE NOSSO RESPEITO!!!!,0,0,0
Estão querendo prender Lula de novo.,0,0,0
👏👏👏👏👏👏 Esse Ministro Fachin e um homem de caráter ímpar parabéns,0,0,0
A justiça com Lula vai a jato,0,0,0
Ótimo,0,0,0
Que a justiça aconteça em nome de Jesus,0,0,0
Pelo menos isso v👏👏👏,0,0,0
Obrigada parabéns ainda tem algumas lei neste país,0,0,0
Ainda temos ministros que defendem a lei nesse país. Parabéns ao Ministro.,0,0,0
Graça a deus q os sros não compra Deus,0,0,0
Parabéns,0,0,0
É isso aí ministro. Este podemos chamar de Vossa excelência pois está honrando seu mandato e principalmente não está nos decepcionando. 👏👏👏👏👏👏👏,0,0,0
🙌 graças a Deus,0,0,0
As vezes eles acertam,0,0,0
Um dos 4 ministros sérios do STF. O resto....,0,0,0
🙌 Deus é justo,0,0,0
Até que enfim .,0,0,0
Pelo menos uma dentro,0,0,0
"Um dos poucos q restam, em termos de justiça neste país...",0,0,0
Demoro!,0,0,0
Parabéns ministro Fachin .,0,0,0
Esse é 👍👍,0,0,0
Parabéns unidos venceremos,0,0,0
"Tem problema não deputada, quem tem que se preocupar são a familia Bolsonaro.",0,0,0
"Deus o abençoe grandemente juiz, por sua digna decisão. Precisamos de homens como o Sr em nossa Nação.🙏🏻",0,0,0
Parabéns FAchin 👏👏👏,0,0,0
Até que enfim👍👍👏👏👏👏🇧🇷🇧🇷,0,0,0
Ao menos 1 pensa com sensatez,0,0,0
Negar negar negar o lugar de vagabundo todo mundo sabe aonde é....,0,0,0
Parabéns PGR pedido negado 👍👏👏👏,0,0,0
PARABÉNS ministro FACHIN,0,0,0
Maravilha parabens,0,0,0
Amei!!!!,0,0,0
Ameiiii,0,0,0
"Vc deveria esquecer o Lula,vc nao tem projetos, e deixando o povo desempregados",0,0,0
amém. ...que a justiça continue trabalhando,0,0,0
Glória a Deus 👏👏👏👏👏👏👏,0,0,0
É inacreditável facilidade que dáo,0,0,0
Te que fim,0,0,0
"Boa ministro ninguém está acima da lei, acabou para os corruptos e canalhas!! Pra cima deles!!",0,0,0
Ainda temos toga de respeito graças a Deus. Não podemos generalizar,0,0,0
ARRASOU 👍,0,0,0
Parabéns! DR. Fachin.,0,0,0
Que a justiça seja feita!!!👏🏻👏🏻👏🏻,0,0,0
"Que se faça a justiça,antes que aconteça algo pior🤮",0,0,0
Ainda tem um ministro do supremo q tem compromisso com o Brasil.,0,0,0
Parabens🙌👏👏👏,0,0,0
Eternamente agradecido Ministro Fachin,0,0,0
Parabéns SR. Ministro! Ainda bem que temos o Sr aí para tentar alguma coisa!!!!!,0,0,0
Pelo menos isso👏,0,0,0
"Parabéns, assim corrigimos o nosso querido Brasiiiiiiil",0,0,0
E salário mínimo diminuiu.,0,0,0
Isto que chamo de coerência jurídica👏👏,0,0,0
Viva o Fachin... é de gente assim que o Brasil está precisando.. palmas p Fachin👏👏👏👏👏👏👏👏👏👏,0,0,0
"É isso ai,Fachin",0,0,0
"Ele, Barroso e o Fux são a minoria dos ministros do STF que é a favor do povo brasileiro e que o Sr. Edson Fachin continue representando a nossa nação!!!",0,0,0
Nossa que fofo esse Fachin 👍❤️,0,0,0
Até que enfim.,0,0,0
Nele até agora o Brasil pode confiar!! 🇧🇷🇧🇷🇧🇷,0,0,0
Prá quê suspender se ele e inocente!... Deixe o julgamento seguir... Reforço: se ele é inocente não é preciso suspender o julgamento.,0,0,0
👏👏Parabéns,0,0,0
Alguém lúcido neste STF,0,0,0
Alguém c discernimento neste STF,0,0,0
Boa!!!,0,0,0
E isso mesmo manter o julgamento!,0,0,0
Porquê estão temendo.,0,0,0
Afinal o sítio não é dele kkkkkkkkkkkkk,0,0,0
Ótimo 👏🏽👏🏽👏🏽,0,0,0
Que seja logo,0,0,0
Até que enfim atitudes sérias sendo tomadas👏👏,0,0,0
Esse ministro é patriota !!! Parabéns !!!,0,0,0
"Parabéns, obrigado Ministro...",0,0,0
✊✊✊✊❗,0,0,0
👏👏👏👏,0,0,0
E continua sendo armação para Lula não se cadidata,0,0,0
👏👏👏,0,0,0
"Nesse meio ronda energias ruins e pessoas más, SO orando pedindo forças dos céus, SO DEUS pra derrubar essas trevas.",0,0,0
Vcs sao doentes!,0,0,0
Lula na presidência da republica,0,0,0
"Vi isto desde o começo,o pior cego é aquele que não quer enxergar",0,0,0
A prisão do lula .só o deixou mais inteligente .leu vários livros 👏👏,0,0,0
Oi,0,0,0
👏👏👏👏👏,0,0,0
Kkkkkkkkkkkkkkkkk Gleici e suas piadas kkkkkkk,0,0,0
😮,0,0,0
Ele é preso político pq ROUBOU na política.😠😠 😠,0,0,0
Lula inocente,0,0,0
Lula livre voto no Lula,0,0,0
E já estão armando mas.... Deus proteja!!! 👏👏,0,0,0
Lula Livre,0,0,0
"Claro que Justo a liberdade de LULA, que a justiça seja feita para o nosso país voltar a crescer em 2022, não sei se os brasileiros vão aguentar fome, desemprego e etc...mais 3 anos até chegar 2022😔😔😔😔😔😔😔😔😔😔",0,0,0
"Lula so ..vai ganlha, matrícula na cadeia 😂",0,0,0
👍😍,0,0,0
Nenhuma dúvida ...esse presidente tem horror ao povo.,0,0,0
Este cara vai acabar com o Brasil,0,0,0
"O PT fez ao contrário né @gleisihoffmann ,ele tirou o emprego do trabalhador.",0,0,0
😂😂😂😂😂que mandou votar nele agora toma ai,0,0,0
“Calúnia: afirmação falsa e desonrosa a respeito de alguém.”,0,0,0
"Esse Bozo só sabe tirar os direitos dos trabalhadores , agora dos ricos ele não tira .",0,0,0
"Bom para os pobres, lascados que votaram nele👏👏👏👏👏",0,0,0
Essa massa merece,0,0,0
Eu acho é pouco pra quem foi para as urnas vota nesse cara... Rsrsr,0,0,0
Tomeeee!!!😂😂 povo que vota errado rindo muito.,0,0,0
🤔🤔🤔Lascou,0,0,0
Rindo feito um condenado,0,0,0
"Eu acho bem feito,agora apaude e faz👉",0,0,0
OBAAAAA!!!!,0,0,0
Misericórdia socorro senhor 👉👌💩💩💩💩,0,0,0
É a treva.,0,0,0
Muito boa essas medidas para os pobre que pensam e são ricos bota pra f,0,0,0
Onde vamos parar?,0,0,0
Ela odeia o povo brasileiro e os trabalhadores,0,0,0
Ou misera,0,0,0
Cara desomam,0,0,0
Eu acho é pouco quem mandou fazer arminha🤣🤣🤣🤣,0,0,0
Olha o que esse senhor feis com os trabalhador ok imposto sobre férias e desimo traseiro salário você pagar imposto ater de hora extra Esso e Vergonhoso o que está a com ter sendo nesse país ok Esso eu não estou acredetano ok,0,0,0
"E direitos, fora bolsonaro",0,0,0
"Rebentado a gente, foi para isso que colocamos vc aí, vai acaba com nós pobres.",0,0,0
Olha que o Gargamel apenas começou as atrocidades,0,0,0
E tem gado do bozo q ainda aplaude! 👌👈,0,0,0
"👏👏👏, mais uma p thurma dos lisos q votaram nele",0,0,0
Fala sobre o rombo deixado pelo PT..,0,0,0
"Ele vai acabar com o povo brasileiro. É o povo, não os que não se acham povo, os de classe média alta (que ainda existe e classe alta.",0,0,0
Pra mim não importa direita ou esquerda pq o Brasil é de nem uma dos dois por causa disso os políticos estão acabando com o Brasil. Pq quer defender seus partidos de esquerda ou direita pra eles o povo não importa.,0,0,0
Parabéns aos pobres de direita😒,0,0,0
"Bem feito, colocaram ele ai, agora aguenta. Estes premios deveria ser só para quem votou nele.",0,0,0
Toma distraído...,0,0,0
.. pelos Partidos de Esquerda tem sido infrutíferas.Tristeza e Re volta desse Congresso de STF! N,0,0,0
Ñ suporto essas palhaçadas esse ñ.me representa.,0,0,0
Nenhuma que absurdo. Só não retira os privilégios deles.,0,0,0
👉👉faz arminha,0,0,0
Só governa pra EMPRESÁRIOS e e BANCOS,0,0,0
Este presidente não me representar,0,0,0
Eu acho é pouco!,0,0,0
É pouco!!!,0,0,0
"Oi boa tarde isso é ruim , eu nunca vi isso tô doido não pode acontecer nunca o salário mínimo e pouco pagar imposto 13 salário",0,0,0
Eu que não votei os demais que não votarão pagar o pato,0,0,0
"Ele,faz isso por que ele nunca trabalhou",0,0,0
Impeachment já do Bolsonaro,0,0,0
"E por falar nisso, e a delação do paloci????",0,0,0
Pra quem votou nisso. Tb contribuira para isso.,0,0,0
ELE VAI ACUMULAR UMA FORTUNA NAS CUSTAS DO POVO POIS VÃO GARANTIR O FUTURO DOS SEUS PARENTES E AMIGOS ARRECADAM E SE MANDAM,0,0,0
😢😢😢😢😢ama prejudicar os pobres!!!!😢😢😢😢,0,0,0
Varam votar no bozo isso que dá o pt não era bom o suficiente pra povo.kkkkkk lula livre,0,0,0
"👏👏👏👏 Bolsonaro tu continua fazendo essas maldades, o povo brasileiro gosta você foi eleito pra isso pra fazer essas maldades, você Bolsonaro só não teve o meu voto, mas teve a chancela do povo brasileiro pra fazer isso continue Bolsonaro o povo te ama",0,0,0
"Tá vendo o tiro que pobre deram no próprio pé, lembrem e votem na próxima eleição no PT.",0,0,0
Parabens aos seus eleitores. Devem estar em eztase.,0,0,0
A maioria de ensaios quis assim.,0,0,0
Ele deveria criar leis q é contra o NEPOTISMO!,0,0,0
👍👍👍👍👍👍👍👍 q fase,0,0,0
"PARA PETISTA QUE NUNCA TRABALHOU, SEMPRE HOUVE IMPOSTO DE RENDA SOBRE A FONTE, OU SEJA, SALÁRIO MENSAL, FÉRIAS E 13° SALÁRIO D SÓ PAGZ QURM GANHA ACIMA DE R$1.900,00 . PROPRINA DZ ODEBRECHT PAGA IMPOSTO??",0,0,0
Presentão para a classe trabalhadora que votou pra se lascar.,0,0,0
Só agradeço aos bolsominios,0,0,0
ABSURDO !,0,0,0
"QUANDO VAI ASSINAR UMA LEI PARA ACABAR COM OS CARTOES CORPORATIVOS? O PRESIDENTE NAO VE QUE CADA CARTAO É UMA TORNEIRA ABERTA PARA O GASTO DO DINHEIRO PUBLICO? PARA DIZER QUE FAZ ALGUMA COISA, CRIA UM IMPOSTO, SOBRE QUEM TRABALHA, NAO TIRA NADA DA CLASSE POLITICA!",0,0,0
"Esplicar isso para um eleitor do bozo , é mesmo q dá remedio a defunto kkkkkkkkk",0,0,0
Bolsonaro 2022💚💙👉,0,0,0
Isso é roubar mais o trabalhador brasileiro!,0,0,0
Faz arminha que dói menos. 👀👀,0,0,0
"De forma alguma, o Bozo é declaradamente inimigo dos trabalhadores. E aí coxinhas pobres e trabalhadores, ainda defendem essa infâmia? Ainda defendem esse DES-governo perververso e despreparado?",0,0,0
Filme de terror verídico.,0,0,0
Presidente sem noção .,0,0,0
Eita lasqueira😢,0,0,0
"Seria mais correto fixar o salário mínimo em R$3000,00 primeiro.",0,0,0
Inimigo dos trabalhadores! Queremos Lula LIVRE JÁ,0,0,0
Vamos a gerra 👹👹,0,0,0
Os minions estão gostando.,0,0,0
"Quando a fonte das notícias é o UOL, fórum e folha da são Paulo ja da pra sabe que é mentira oque foi escrito pelos jornalistas",0,0,0
Aos funcionários que votaram nesse trem descarrilhado pra agradar os patrões se ferraram.,0,0,0
Tudo mentira,0,0,0
A encantadora 🧙‍♀️ de 🐴 💰💰🤦‍♂️🤦‍♂️👋👋👋,0,0,0
Aperta o 17 pobre de direita!,0,0,0
"Faz que nem o comercial da Porto Seguro, “senta e chora” kkkkkk",0,0,0
Manda mais Mito tá pouco prós teus eleitores.,0,0,0
"99,9% dos políticos roubam, se todos fossem honestos alguns deles não estariam presos ou os advogados deles não sabem trabalhar... 👊🏾👊🏽🇧🇷🇧🇷🇧🇷🇧🇷",0,0,0
Tem pessoas que se dizem empresarios e aplaudem essa medida absurda. Sera que sao empresarios mesmo! Ou sao donos de quintal e querem aparcer. Empresario de verdade sao super honestos.,0,0,0
Nossa uma deputada sem conhecimento que eram descontados das férias e do décimo se informa que fica feio,0,0,0
Sera que só eu acho que ta passando da hora de um impeachment pra tirar esse cara?,0,0,0
"O que ele fala sempre tem interpretações diferentes ,pelo amor que o povo tem pelo pai ,deveria mesmo ficar. Calado ,e falar o mínimo possível .",0,0,0
Exatamente! Os 3 são príncipes caídos!,0,0,0
Tá apaixonada? Vira o disco😂,0,0,0
Joice👎,0,0,0
Seu ódio só esta fazendo você fazer besteira 👎👎👎👎👎,0,0,0
"Nunca deu bola para a Deputada Janaina Paschoal, agora ta puxando sardinha pro lado dela pra ela vir jogar no seu time neeee?",0,0,0
"Falas irresponsáveis???? Pára, que tá feio D. Joice!! @joicehasselmannoficial 👎🏻👎🏻👎🏻👎🏻 pra você ó 👎🏻👎🏻",0,0,0
Vai trabalhar.,0,0,0
"Joice vai se converter , pois aqui se planta eaqui se colhe se o cara ta plantando ele vai colher o que plantou , cuida do seu plantio , e Janaina também e assim todos nós , essa lei ninguém revoga ! Plantar e colher , faça a escolha de boas sememte !",0,0,0
Vdd.,0,0,0
"Ah, tá!",0,0,0
"Os filhos cá mito estão atrapalhando demais,",0,0,0
Os filhos do mito atrapalham demais! Batem fora do bumbo!!,0,0,0
A esquerda vai tira o cavalinho da chuva kkkkkj,0,0,0
Como fazer para esses filhos do Presidente calarem a boca? Eles não têm mais o que fazer? Cada vez mais colocam o pai para explicar o que eles fazem!,0,0,0
"Esse moço tem que manter sua boca fechada,fala desnecessariamente",0,0,0
"Gente, eu pergunto: se os criminos começarem a fazer uma revolução aqui queimando onibus, invadindo residencias, promovendo o mesmo terrorismo que estão fazendo no chile, o qie vocês esperam? Que o governo responda com livros e flores.",0,0,0
Verdade!!,0,0,0
"A tá ,a esquerda pode falar que vai incendiar o país e ninguém fala nada.",0,0,0
Nisso vc tem razão . Os filhos do presidente falam muita besteira desnecessária,0,0,0
Va trabalhar joice pq esta incomodanda com um guri como diz vc😉,0,0,0
"Qualquer coisa que alguém da direita disser será desvirtuado para ser usado pela esquerda pra atacar. Ele citou um exemplo histórico que nós não queremos de volta mas pra isso o Brasil tem que se preparar, coisa que não fez na década de 60.🇧🇷",0,0,0
Também acho. Esse cara fala demais. Os filhos do bolsonaro acabam enfraquecendo o governo. Sempre disse issso desde o começo,0,0,0
Gente ressentida faz de tudo para denegrir a imagem do outro. Coisa feiaaaaaa,0,0,0
"Ser contra o filho dele tudo bem, se falou demais e deveria ter ficado calado ok. O que não pode é querer ver o pai dele cair, ser responsabilizado pelas palavras do filho. Elegemos Bolsonaro para reerguer o Brasil, e muitos que estavam do lado dele, por briguinhas estão se afastando, uns por causa dos filhos, outros por declarações, outros por cargos que não foram direcionados a eles. O fato é que o bem do Brasil deveria vir em primeiro lugar, e não o bem próprio. É melhor um bem coletivo em prol da população do que o bem individual. Mas para alguns é melhor ter razão do que paz!",0,0,0
"Parabéns Janaína .puxa vida .fala para o filho do presidente,! Não ficar nós bandidos",0,0,0
Bozó pirá,0,0,0
jura,0,0,0
Vdd,0,0,0
O filhos dela parecem meios sei lá o quê. Kkkk,0,0,0
Acessoria é mato né,0,0,0
Não foi nada disso. Querem botar fogo no Brasil e temos que ter reação.,0,0,0
"Diante da escalada insana do congresso e judiciário brasileiros, fazendo tudo que não interessa ao Brasil, acho que tem que blefar, fazendo esse teatro com hienas/ AI5. Nada vai acontecer, mas é preciso fazer um contraponto que também intimide!!",0,0,0
"Gostaria de saber que mal tem na fala dele, concordo com ele se preciso for mete um AI-5 e prende todos ..só quem deve temerá.",0,0,0
Completamente fora do quadrado. Ja passou da hora do presidente desautorizar publicamente os filhos. Sempre surfaram na onda do pai e agora acham que são governo. 03 incompetentes .,0,0,0
Essa mulher é porreta,0,0,0
"Cara brasileiro é fodah mesmo, a família Bolsonaro tem que se blindar ! Em provérbios diz que Deus abomina quem causa dissensão entre irmãos zzzz eu brigo com minha mãe e depois estamos sussa , não é diferente com eles , caraca quanta cobrança !!!!! Bolsonaro sabe como cuidar do próprio filho não acham?? Aff",0,0,0
"Vdd, mas ele tem razão AI-5 é o maior medo de mts",0,0,0
Ah tá,0,0,0
"Ele já se desculpou, não precisamos de pessoas pra dividir, criticar e fazer guerrinha, temos que nos unir pelo nosso país, antes que se transforme em uma guerra de verdade.",0,0,0
So vcs acham isto!! O povo Ta nem ai p esquerda!! Acordem,0,0,0
"A esquerda esta cada vez mais odiada e os politicos, EM GERAL, cada vez mais desequilibrados",0,0,0
A grande falha do Bolsonario é não colocar freios nos filhos. Eles azedam o governo do pai,0,0,0
É só mais um factoide. Não é tão difícil assim de perceber a dissuasão que eles fazem!!! 👏👏👏,0,0,0
Um AI5 ia cair muito bem no Brasil hoje.,0,0,0
👏👏👏👏👏 VERDADE,0,0,0
"Joice Hasselman , Janaína Pascoal....Vcs são da esquerda e nunca foi de direita! Dr. Janaína: quando vc protocolou o impeachment da Dilma, eu já sabia que era tudo programado pelo PT, e vc simplesmente estava juntamente com a esquerda desde sempre. A saída da Dilma da Presidência da República foi uma jogada do próprio PT: Causaram a saída da Dilma Propositalmente para colocar Michel Temer que é de outro partido (MDB) para assumir a Presidência para levar a culpa das desgraça do PT achando que o povo era burro e que iria cair nas mentiras de vcs.",0,0,0
