comentario,label final,normalized_text,rationales_offensive_1_normalized,rationales_offensive_2_normalized,rationales_offensive_1,links_post,rationales_offensive_2
O espírito do anti Cristo,1.0,o espírito do anti cristo,['o espírito do anti cristo'],['o espírito do anti cristo'],O espírito do anti Cristo,https://www.instagram.com/p/C5RG9JWovk7/,O espírito do anti Cristo; 
que pessoa que passou do limite em destruir valores que absurdo,1.0,que pessoa que passou do limite em destruir valores que absurdo,"['passou do limite em destruir valores', 'que absurdo']","['destruir valores', 'absurdo']",passou do limite em destruir valores; que absurdo,https://www.instagram.com/p/C5RG9JWovk7/,destruir valores; absurdo; 
Esse cidadão está preparando o caminho para o Anticristo.,1.0,esse cidadão está preparando o caminho para o anticristo,['anticristo'],['anticristo'],Anticristo,https://www.instagram.com/p/C5RG9JWovk7/,Anticristo; 
Esse filho de chocadeira tem aversão à família e religião porque é fruto de uma família desajustada! Única família para ele e quadrilha e aposto que até entre eles deve haver briga! Quando esse velho bater as botas se já não bateu a ninhada dele vai se matar para dividir o fruto de uma vida de corrupção e desvios,1.0,esse filho de chocadeira tem aversão à família e religião porque é fruto de uma família desajustada única família para ele e quadrilha e aposto que até entre eles deve haver briga quando esse velho bater as botas se já não bateu a ninhada dele vai se matar para dividir o fruto de uma vida de corrupção e desvios,"['filho de chocadeira', 'aversão à família e religião', 'é fruto de uma família desajustada', 'quadrilha', 'esse velho bater as botas', 'a ninhada dele vai se matar', 'vida de corrupção e desvios']","['filho de chocadeira', 'aversão à família e religião', 'família desajustada', 'quadrilha', 'esse velho bater as botas', 'ninhada', 'uma vida de corrupção e desvios']",filho de chocadeira; aversão à família e religião; é fruto de uma família desajustada; quadrilha; esse velho bater as botas; a ninhada dele vai se matar; vida de corrupção e desvios,https://www.instagram.com/p/C5RG9JWovk7/,filho de chocadeira; aversão à família e religião; família desajustada; quadrilha; esse velho bater as botas; ninhada; uma vida de corrupção e desvios;
"Esse lixo alcoólatra ladrão , filho do satanás",1.0,esse lixo alcoólatra ladrão filho do satanás,"['esse lixo', 'alcoólatra', 'ladrão', 'filho do satanás']","['alcoólatra', 'ladrão', 'esse lixo', 'filho do satanás']",Esse lixo; alcoólatra; ladrão; filho do satanás,https://www.instagram.com/p/C5RG9JWovk7/,alcoólatra; ladrão; Esse lixo; filho do satanás; 
A pátria é amada por quem dá valor ao seu país. O único atraso que temos no Brasil chama-se Lula.,1.0,a pátria é amada por quem dá valor ao seu país o único atraso que temos no brasil chamase lula,['o único atraso que temos no brasil chamase lula'],['atraso'],O único atraso que temos no Brasil chama-se Lula,https://www.instagram.com/p/C5RG9JWovk7/,atraso; 
"Só fala besteira...a frança já foi cristam,hoje é uma nação sem Deus",1.0,só fala besteira a frança já foi crestam hoje é uma nação sem deus,"['só fala besteira', 'uma nação sem deus']","['só fala besteira', 'nação sem deus']",Só fala besteira; uma nação sem Deus,https://www.instagram.com/p/C5RG9JWovk7/,Só fala besteira; nação sem Deus; 
Existe alguém mais atrasado do que o lula,1.0,existe alguém mais atrasado do que o lula,['existe alguém mais atrasado do que o lula'],['atrasado'],Existe alguém mais atrasado do que o lula,https://www.instagram.com/p/C5RG9JWovk7/,atrasado; 
Impressionante!!! De doer ouvir estas barbaridades !,1.0,impressionante de doer ouvir estas barbaridades,['de doer ouvir estas barbaridades'],['barbaridades'],De doer ouvir estas barbaridades,https://www.instagram.com/p/C5RG9JWovk7/,barbaridades; 
"Pra ele tá mesmo pauta atrasada!! Poiis não tem nenhum desses valores, e tbm ta com pé na cova e outro na casca de banana, cheio de doença já!!! Kkkkkk",1.0,pra ele está mesmo pauta atrasada pois não tem nenhum desses valores e também está com pé na cova e outro na casca de banana cheio de doença já kkk,"['não tem nenhum desses valores', 'está com pé na cova e outro na casca de banana', 'cheio de doença já']","['pauta atrasada', 'pé na cova', 'cheio de doença já']",não tem nenhum desses valores; ta com pé na cova e outro na casca de banana; cheio de doença já,https://www.instagram.com/p/C5RG9JWovk7/,pauta atrasada;  pé na cova; cheio de doença já; 
"Pelas atitudes deste cidadão só pode ser ateu, como todos os comunistas!",1.0,pelas atitudes deste cidadão só pode ser ateu como todos os comunistas,['pelas atitudes deste cidadão só pode ser ateu como todos os comunistas'],"['ser ateu', 'comunistas']","Pelas atitudes deste cidadão só pode ser ateu, como todos os comunistas",https://www.instagram.com/p/C5RG9JWovk7/,ser ateu; comunistas; 
Misericórdia!! E pensar que já votei nessa criatura.,1.0,misericórdia e pensar que já votei nessa criatura,['e pensar que já votei nessa criatura'],['nessa criatura'],E pensar que já votei nessa criatura,https://www.instagram.com/p/C5RG9JWovk7/,nessa criatura; 
Vou acabar com essa desgraça no Brasil,1.0,vou acabar com essa desgraça no brasil,['vou acabar com essa desgraça no brasil'],['essa desgraça'],Vou acabar com essa desgraça no Brasil,https://www.instagram.com/p/C5RG9JWovk7/,essa desgraça; 
Esse manifesta direitinho o caráter do pai dele. O pai das trevas.,1.0,esse manifesta direitinho o caráter do pai dele o pai das trevas,"['esse manifesta direitinho o caráter do pai dele', 'o pai das trevas']","['caráter', 'o pai das trevas']",Esse manifesta direitinho o caráter do pai dele; O pai das trevas,https://www.instagram.com/p/C5RG9JWovk7/,caráter; O pai das trevas; 
Lula tem compromisso satânico com o pai da mentira. Por isso mente tanto,1.0,lula tem compromisso satânico com o pai da mentira por isso mente tanto,"['lula tem compromisso satânico com o pai da mentira', 'por isso mente tanto']","['satânico', 'pai da mentira', 'por isso mente tanto']",Lula tem compromisso satânico com o pai da mentira. Por isso mente tanto,https://www.instagram.com/p/C5RG9JWovk7/,satânico;  pai da mentira; Por isso mente tanto; ;
cala a boca que é melhor só fala besteira,1.0,cala a boca que é melhor só fala besteira,"['cala a boca', 'só fala besteira']","['cala a boca', 'só fala besteira']",cala a boca; só fala besteira,https://www.instagram.com/p/C5RG9JWovk7/,cala a boca; só fala besteira; 
Antes de tu morrer tu quer foder todo mundo né .,1.0,antes de tu morrer tu quer foder todo mundo não é,['antes de tu morrer tu quer foder todo mundo não é'],['foder todo mundo'],Antes de tu morrer tu quer foder todo mundo né,https://www.instagram.com/p/C5RG9JWovk7/,foder todo mundo; 
Vagabundo pinguço,1.0,vagabundo pinguço,"['vagabundo', 'pinguço']","['vagabundo', 'pinguço']",Vagabundo; pinguço,https://www.instagram.com/p/C5RG9JWovk7/,Vagabundo; pinguço; 
Analfabeto funcional,1.0,analfabeto funcional,['analfabeto funcional'],['analfabeto funcional'],Analfabeto funcional,https://www.instagram.com/p/C5RG9JWovk7/,Analfabeto funcional; 
O da esquerda é roubar,1.0,o da esquerda é roubar,['o da esquerda é roubar'],['o da esquerda é roubar'],O da esquerda é roubar,https://www.instagram.com/p/C5RG9JWovk7/,O da esquerda é roubar;
Ainda tem gente que apoia esse verme,1.0,ainda tem gente que apoia esse verme,['verme'],['verme'],verme,https://www.instagram.com/p/C5RG9JWovk7/,verme;
Maldição de ser inutil,1.0,maldição de ser inútil,['maldição de ser inútil'],"['maldição de ser', 'inútil']",Maldição de ser inutil,https://www.instagram.com/p/C5RG9JWovk7/,Maldição de ser; inutil;
Chega de amadores!!! Vcs são os piores,1.0,chega de amadores vocês são os piores,"['chega de amadores', 'vocês são os piores']","['amadores', 'piores']",Chega de amadores; Vcs são os piores,https://www.instagram.com/p/C4GSKkBrziS/,amadores; piores; 
Basta 4 pra fude 220 milhões de pessoas.kkkkk,1.0,basta 4 pra fode 220 milhões de pessoas kkk,['basta 4 pra fode 220 milhões de pessoas'],"['basta 4', 'pra fode']",Basta 4 pra fude 220 milhões de pessoas,https://www.instagram.com/p/C4GSKkBrziS/,Basta 4; pra fude; 
Kkkkkkkkkkkkkkjjjj ainda está aqui ALMA PENADA E ALMADIOCADA LUIZ INACIO DA SILVA......................................,1.0,kkkjjj ainda está aqui alma penada e acariocada luiz inácio da silva,"['alma penada', 'acariocada']","['alma penada', 'acariocada']",ALMA PENADA; ALMADIOCADA,https://www.instagram.com/p/C4GSKkBrziS/,ALMA PENADA; ALMADIOCADA; 
Reunião dos estrumes,1.0,reunião dos estrumes,['reunião dos estrumes'],['reunião dos estrumes'],Reunião dos estrumes,https://www.instagram.com/p/C4GSKkBrziS/,Reunião dos estrumes; 
"Só faz porcaria, vão acabar com os apps de entrega e transporte no país.",1.0,só faz porcaria vão acabar com os aplicativos de entrega e transporte no país,['porcaria'],['porcaria'],porcaria,https://www.instagram.com/p/C4GSKkBrziS/,porcaria; 
Tu tem algum retardo ou é burro e mau caráter?,1.0,tu tem algum retardo ou é burro e mau caráter,"['tu tem algum retardo', 'burro', 'mau caráter']","['mau caráter', 'burro', 'tem algum retardo']",Tu tem algum retardo; burro; mau caráter,https://www.instagram.com/p/C4GSKkBrziS/,mau caráter; burro; tem algum retardo; 
O asno e o descondenado pelo STF,1.0,o asno e o descondensado pelo senado,"['asno', 'descondensado']","['o asno', 'descondensado']",asno; descondenado,https://www.instagram.com/p/C4GSKkBrziS/,O asno; descondenado; 
"@cicerogoias_ pode voltar a pastar, aproveita que capim ainda é de graça no desgoverno do amor",1.0,cicerogoias pode voltar a pastar aproveita que capim ainda é de graça no desgoverno do amor,['pode voltar a pastar aproveita que capim ainda é de graça no desgoverno do amor'],"['pode voltar a pastar', 'no desgoverno do amor']","pode voltar a pastar, aproveita que capim ainda é de graça no desgoverno do amor",https://www.instagram.com/p/C4GSKkBrziS/,pode voltar a pastar; no desgoverno do amor; 
Dois Judas na mesma foto,1.0,dois judas na mesma foto,['dois judas'],['dois judas'],Dois Judas,https://www.instagram.com/p/C4GSKkBrziS/,Dois Judas; 
"Só vocês que não trabalham que estão preocupados com X, Y ou Z… nem essa porcaria eu tenho instalado no meu celular, pois não preciso e não sou atoa igual o ex presidente e futuro presidiário que quando não estava em Jetsky, cornociata, estava no Twitter negando a pandemia enquanto mais de 5 mil pessoas perdiam a vida POR DIA.",1.0,só vocês que não trabalham que estão preocupados com ex ary ou aza nem essa porcaria eu tenho instalado no meu celular pois não preciso e não sou atoa igual o ex presidente e futuro presidiário que quando não estava em cruzo consociada estava no twitter negando a pandemia enquanto mais de 5 mil pessoas perdiam a vida por dia,"['só vocês que não trabalham', 'porcaria', 'não sou atoa igual o ex presidente', 'futuro presidiário', 'consociada']","['só vocês que não trabalham', 'porcaria', 'futuro presidiário']",Só vocês que não trabalham; porcaria; não sou atoa igual o ex presidente; futuro presidiário; cornociata,https://www.instagram.com/p/C0d-JK4r7E0/,Só vocês que não trabalham; porcaria; futuro presidiário; 
"Machista, se você vive atrás de sugar daddy o problema é seu, não me envolva nesses assuntos medíocres não sua atoa.",1.0,machista se você vive atrás de sugar sugar o problema é seu não me envolva nesses assuntos medíocres não sua atoa,"['machista', 'vive atrás de sugar sugar', 'não me envolva nesses assuntos medíocres não sua atoa']","['medíocres', 'sua atoa', 'sugar sugar']",Machista; vive atrás de sugar daddy; não me envolva nesses assuntos medíocres não sua atoa,https://www.instagram.com/p/C0d-JK4r7E0/,medíocres; sua atoa; sugar daddy; 
"Não estou mais porque não quis? Cala a sua boca, quem é você para dizer o que eu fiz ou deixei de fazer? Eu vim da zona leste minha senhora, onde as escolas são sucateadas graças a esse governo de ladroes que a senhora idolatra. Nem papel higiênico tinha na minha escola, os professora viviam fazendo greve, ensino lixo, raso e pobre. Nem material para fazer trabalhos escolares tínhamos. Não fale sobre o que você não viveu. Bem sucedida.",1.0,não estou mais porque não quis cala a sua boca quem é você para dizer o que eu fiz ou deixei de fazer eu vim da zona leste minha senhora onde as escolas são sucateadas graças a esse governo de ladroes que a senhora idolatra nem papel higiênico tinha na minha escola os professora viviam fazendo greve ensino lixo raso e pobre nem material para fazer trabalhos escolares tínhamos não fale sobre o que você não viveu bem sucedida,"['cala a sua boca', 'quem é você para dizer o que eu fiz ou deixei de fazer', 'governo de ladroes', 'a senhora idolatra', 'ensino lixo raso e pobre']","['cala a sua boca', 'sucateadas', 'idolatra', 'ensino lixo raso e pobre']","Cala a sua boca; quem é você para dizer o que eu fiz ou deixei de fazer?; governo de ladroes; a senhora idolatra; ensino lixo, raso e pobre",https://www.instagram.com/p/C0d-JK4r7E0/,"Cala a sua boca; sucateadas; idolatra; ensino lixo, raso e pobre; "
"Já estou estudando minha querida, não foi o ensino medíocre oferecido pelo PT na minha infância e adolescência que fez desistir. E você não precisa me dizer o que eu tenho que fazer ou deixar de fazer, não sou esquerdista para ficar seguindo rebanho não, pois tenho a minha própria personalidade e opinião. Obrigada.",1.0,já estou estudando minha querida não foi o ensino medíocre oferecido pelo parte na minha infância e adolescência que fez desistir e você não precisa me dizer o que eu tenho que fazer ou deixar de fazer não sou esquerdista para ficar seguindo rebanho não pois tenho a minha própria personalidade e opinião obrigada,"['ensino medíocre', 'não precisa me dizer o que eu tenho que fazer ou deixar de fazer', 'ficar seguindo rebanho']","['medíocre', 'seguindo rebanho']",ensino medíocre; não precisa me dizer o que eu tenho que fazer ou deixar de fazer; ficar seguindo rebanho,https://www.instagram.com/p/C0d-JK4r7E0/,medíocre; seguindo rebanho; 
"Segue rebanho sim, o que canta hino pra pneu e pisca celular pra ET e acha lindo ser considerada uma fraquejada pelo miNTo 😂😂😂😂😂😂",1.0,segue rebanho sim o que canta hino pra pneu e pisca celular pra extraterrrestre e acha lindo ser considerada uma fraquejado pelo minto,"['segue rebanho', 'canta hino pra pneu', 'pisca celular pra extraterrrestre', 'acha lindo ser considerada uma fraquejado pelo minto']","['rebanho', 'o que canta hino pra pneu', 'pisca celular pra extraterrrestre', 'ser considerada uma fraquejado pelo minto']",Segue rebanho; canta hino pra pneu; pisca celular pra ET; acha lindo ser considerada uma fraquejada pelo miNTo,https://www.instagram.com/p/C0d-JK4r7E0/,rebanho; o que canta hino pra pneu; pisca celular pra ET; ser considerada uma fraquejada pelo miNTo; 
Seu pai detonou a floresta. Seu pai planejou com a Damares e o Salles o genocídio dos Yanomamis. Sabemos bem qual foi a relação do seu pai com a floresta.,1.0,seu pai detonou a floresta seu pai planejou com a harpa e o salles o genocídio dos ianomâmis sabemos bem qual foi a relação do seu pai com a floresta,"['seu pai detonou a floresta', 'genocídio dos ianomâmis']","['detonou', 'genocídio dos ianomâmis']",Seu pai detonou a floresta; genocídio dos Yanomamis,https://www.instagram.com/p/C0d-JK4r7E0/,detonou; genocídio dos Yanomamis; 
Um moleque este filho do Bolsonaro @bolsonarosp sem cárter e moral pra falar do nosso país,1.0,um moleque este filho do bolsonaro bolsonarosp sem cárter e moral pra falar do nosso país,"['moleque', 'sem cárter e moral']","['moleque', 'sem cárter e moral']",moleque; sem cárter e moral,https://www.instagram.com/p/C0d-JK4r7E0/,moleque; sem cárter e moral; 
